block_practice_file,correct_answer,thisN,thisTrialN,thisRepN,stimuli_no,stimulus,valence,sex,switch_condition,BI_condition,minus1_valence,minus2_valence,switch_type,BI_type,key_resp_block_practice.keys,key_resp_block_practice.rt,key_resp_block_practice.duration,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_block_practice.thisRepN,loop_block_practice.thisTrialN,loop_block_practice.thisN,loop_block_practice.thisIndex,thisRow.t,notes,welcome.started,image_welcome.started,key_resp_welcome.started,welcome.stopped,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,refresh.started,text_refresh.started,refresh.stopped,practice_instruct.started,image_practice_instruct.started,key_resp_practice_instruct.started,practice_instruct.stopped,key_resp_practice_instruct.keys,key_resp_practice_instruct.rt,key_resp_practice_instruct.duration,text_refresh.stopped,fixation.started,text_fixation.started,text_fixation.stopped,fixation.stopped,block_practice.started,image_block_practice.started,key_resp_block_practice.started,block_practice.stopped,loop_block_practice.key_resp_block_practice.keys,loop_block_practice.key_resp_block_practice.rt,loop_block_practice.key_resp_block_practice.duration,answer_block_practice.started,text_answer_block_practice.started,textbox_answer_block_practice1.started,textbox_answer_block_practice2.started,textbox_answer_block_practice3.started,button_text_block_practice.started,mouse_block_practice.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
block_practice_1.xlsx,688,6,6,0,7,faces/SAM6.bmp,sad,male,s,BI,neutral,sad,ns,sns,space,0.20357095800000025,None,0,0,0,0,0,6,6,6,5.740390374999947,,,,,,,,,5.956175625000014,5.95984999999996,6.155514584000002,,,,,,,,6.159990125000036,,,,,5.737347417000024,5.740390374999947,5.740390374999947,5.95611708399997,space,0.20357095800000025,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,7,7,0,8,faces/SAF3.bmp,sad,female,ns,nonBI,sad,neutral,ss,non,space,0.21983675000001313,None,0,0,0,0,0,7,7,7,6.159990125000036,,,,,,,,,6.389716292000003,6.395615583999984,6.588695417000054,,,,,,,,6.592971292000016,,,,,6.157233791999943,6.159990125000036,6.159990125000036,6.389659499999993,space,0.21983675000001313,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,8,8,0,9,faces/NEM4.bmp,neutral,male,s,nonBI,sad,sad,sn,snh1,space,0.22070229200005542,None,0,0,0,0,0,8,8,8,6.592971292000016,,,,,,,,,6.8229954170000156,6.828636708999966,7.022308917000032,,,,,,,,7.026624792000007,,,,,6.590335125000024,6.592971292000016,6.592971292000016,6.822941249999985,space,0.22070229200005542,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,9,9,0,10,faces/HAF59.bmp,happy,female,s,control,neutral,sad,nh,snh,space,0.2535755409999183,None,0,0,0,0,0,9,9,9,7.026624792000007,,,,,,,,,7.2896298340000385,7.295057749999955,7.488932666999972,,,,,,,,7.505844042000035,,,,,7.023899208999978,7.026624792000007,7.026624792000007,7.289574958999992,space,0.2535755409999183,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,10,10,0,11,faces/HAF107.bmp,happy,female,ns,nonBI,happy,neutral,hh,non,space,0.22339358299996093,None,0,0,0,0,0,10,10,10,7.505844042000035,,,,,,,,,7.739898959000016,7.7453192919999765,7.939233667000053,,,,,,,,7.943915542000013,,,,,7.502146959000015,7.505844042000035,7.505844042000035,7.73984945899997,space,0.22339358299996093,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,11,11,0,12,faces/HAM9.bmp,happy,male,ns,nonBI,happy,happy,hh,non,space,0.2496409579999863,None,0,0,0,0,0,11,11,11,7.943915542000013,,,,,,,,,8.206544750000035,8.21229649999998,8.40554054200004,,,,,,,,8.409777416999987,,,,,7.941250083999989,7.943915542000013,7.943915542000013,8.206493208999973,space,0.2496409579999863,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,12,12,0,13,faces/NEM5.bmp,neutral,male,s,nonBI,happy,happy,hn,hnh1,space,0.21985058299992488,None,0,0,0,0,0,12,12,12,8.409777416999987,,,,,,,,,8.639209791999974,8.644830500000012,8.83882641699995,,,,,,,,8.84257745900004,,,,,8.40708241699997,8.409777416999987,8.409777416999987,8.639166334000038,space,0.21985058299992488,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,13,13,0,14,faces/HAM38.bmp,happy,male,s,BI,neutral,happy,nh,hnh,space,0.25187016699999276,None,0,0,0,0,0,13,13,13,8.84257745900004,,,,,,,,,9.106413875000044,9.111804084000028,9.30516929199996,,,,,,,,9.310755708999977,,,,,8.840304124999989,8.84257745900004,8.84257745900004,9.106370333999962,space,0.25187016699999276,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,14,14,0,15,faces/HAF110.bmp,happy,female,ns,nonBI,happy,neutral,hh,non,space,0.18892791600001146,None,0,0,0,0,0,14,14,14,9.310755708999977,,,,,,,,,9.506675500000028,9.512071500000047,9.705548541999974,,,,,,,,9.709788291999985,,,,,9.30791350000004,9.310755708999977,9.310755708999977,9.506629999999973,space,0.18892791600001146,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,15,15,0,16,faces/SAM7.bmp,sad,male,s,nonBI,happy,happy,hs,hsn1,space,0.2255734590000884,None,0,0,0,0,0,15,15,15,9.709788291999985,,,,,,,,,9.939472084000045,9.944887084000015,10.138598916999968,,,,,,,,10.142532458999995,,,,,9.707248875000005,9.709788291999985,9.709788291999985,9.939428874999976,space,0.2255734590000884,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,16,16,0,17,faces/NEF35.bmp,neutral,female,s,control,sad,happy,sn,hsn,space,0.3643043749999606,None,0,0,0,0,0,16,16,16,10.142532458999995,,,,,,,,,10.510430541999995,10.520704583999986,10.70545662500001,,,,,,,,10.710204542000042,,,,,10.139786500000014,10.142532458999995,10.142532458999995,10.510384499999986,space,0.3643043749999606,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,17,17,0,18,faces/NEM6.bmp,neutral,male,ns,nonBI,neutral,sad,nn,non,space,0.21407808300000397,None,0,0,0,0,0,17,17,17,10.710204542000042,,,,,,,,,10.926777166999955,10.937516999999957,11.122529834000034,,,,,,,,11.129702666999947,,,,,10.70685416699996,10.710204542000042,10.710204542000042,10.92673512500005,space,0.21407808300000397,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,18,18,0,19,faces/SAF20.bmp,sad,female,s,nonBI,neutral,neutral,ns,nsn1,space,0.22959804199990685,None,0,0,0,0,0,18,18,18,11.129702666999947,,,,,,,,,11.360569959000031,11.370803709000029,11.555665750000003,,,,,,,,11.560217999999963,,,,,11.126040874999944,11.129702666999947,11.129702666999947,11.360523083999965,space,0.22959804199990685,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,19,19,0,20,faces/NEM15.bmp,neutral,male,s,BI,sad,neutral,sn,nsn,space,0.21972100000004957,None,0,0,0,0,0,19,19,19,11.560217999999963,,,,,,,,,11.789779292000048,11.795363542000018,11.988957709000033,,,,,,,,11.993241916999978,,,,,11.55752874999996,11.560217999999963,11.560217999999963,11.789729708999971,space,0.21972100000004957,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,20,20,0,21,faces/NEM59.bmp,neutral,male,ns,nonBI,neutral,sad,nn,non,space,0.3414490409999189,None,0,0,0,0,0,20,20,20,11.993241916999978,,,,,,,,,12.339992166999991,12.342832083999951,12.539231333999965,,,,,,,,12.551065583999957,,,,,11.990482959000019,11.993241916999978,11.993241916999978,12.339949416999957,space,0.3414490409999189,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
block_practice_1.xlsx,688,21,21,0,22,faces/SAF32.bmp,sad,female,s,nonBI,neutral,neutral,ns,non,space,0.23304770799995822,None,0,0,0,0,0,21,21,21,12.551065583999957,,,,,,,,,12.790116624999996,12.79591429200002,12.989197084000011,,,,,,,,13.004137417000038,,,,,12.54767287499999,12.551065583999957,12.551065583999957,12.79006445899995,space,0.23304770799995822,None,,,,,,,,910852,001,2025-08-01_16h59.36.037,TIST,2024.2.4,None,2025-08-01 16h59.40.913783 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.994365792000053,13.004137417000038,13.004137417000038,13.004137417000038,13.004137417000038,13.004137417000038,0.004289083999992727,,,,,,,,
